"","X","file_id","newspaper_name","lynch_address","date","news_address","news_location_lon","news_location_lat","newspaper_city","newspaper_state_code","year","page","url","city_lynch","state_lynch","sn","lynching.lon","lynching.lat","miles","in_state","decade","Newspaper_State","Newspaper_Region","Newspaper_Region2"
"1507",2116,17325,"Anti-slavery bugle ","Columbiana county (said by the paper), MO","11/5/1853","New-Lisbon, Ohio",-80.76813,40.772004,"New-Lisbon","OH",1853,"seq-1","https://articleextractor.org/pages/17325/ohi_desdemona_ver01/sn83035487/1853/11/05/ed-1/seq-1/1","Columbiana county (said by the paper)","MO","sn83035487",-80.76578,40.790258,1,"N","1850s","Ohio","North Central","North"
"1508",2117,17326,"Richmond daily Whig ","None, NONE","10/27/1853","Richmond, Virginia",-77.43605,37.540725,"Richmond","VA",1853,"seq-2","https://articleextractor.org/pages/17326/vi_appaloosa_ver01/sn84024656/1853/10/27/ed-1/seq-2/1","None","NONE","sn84024656",NA,NA,NA,"N","1850s","Virginia","South","South"
"1509",2119,17329,"Grand River times ","None, NONE","12/23/1851","Grand Haven, Michigan",-86.22839,43.063073,"Grand Haven","MI",1851,"seq-2","https://articleextractor.org/pages/17329/mimtptc_alpena_ver01/sn85026466/1851/12/23/ed-1/seq-2/1","None","NONE","sn85026466",NA,NA,NA,"N","1850s","Michigan","North Central","North"
"1510",2123,17330,"The Athens post ","None, NONE","11/21/1851","Athens, Tennessee",-84.59299,35.442851,"Athens","TN",1851,"seq-2","https://articleextractor.org/pages/17330/tu_nancy_ver01/sn84024443/1851/11/21/ed-1/seq-2/1","None","NONE","sn84024443",NA,NA,NA,"N","1850s","Tennessee","South","South"
"1511",2124,17331,"The Hillsdale standard ","None, NONE","11/4/1851","Hillsdale, Michigan",-84.63051,41.920047,"Hillsdale","MI",1851,"seq-1","https://articleextractor.org/pages/17331/mimtptc_beulah_ver01/sn85033637/1851/11/04/ed-1/seq-1/1","None","NONE","sn85033637",NA,NA,NA,"N","1850s","Michigan","North Central","North"
"1512",2126,17332,"Gallipolis journal ","None, NONE","10/30/1851","Gallipolis, Ohio",-82.20237,38.809803,"Gallipolis","OH",1851,"seq-3","https://articleextractor.org/pages/17332/ohi_edgar_ver01/sn85038121/1851/10/30/ed-1/seq-3/1","None","NONE","sn85038121",NA,NA,NA,"N","1850s","Ohio","North Central","North"
"1513",2127,17334,"Tarboro' press ","Grayson, VA","10/11/1851","Tarborough, North Carolina",-77.5358,35.896824,"Tarborough","NC",1851,"seq-1","https://articleextractor.org/pages/17334/ncu_dan_ver01/sn85042204/1851/10/11/ed-1/seq-1/1","Grayson","VA","sn85042204",-81.207816,36.67212,212,"N","1850s","North Carolina","South","South"
"1514",2128,17335,"Wilmington journal ","None, NONE","9/26/1851","Wilmington, North Carolina",-77.88681,34.210389,"Wilmington","NC",1851,"seq-2","https://articleextractor.org/pages/17335/ncu_lumber_ver01/sn84026536/1851/09/26/ed-1/seq-2/1","None","NONE","sn84026536",NA,NA,NA,"N","1850s","North Carolina","South","South"
"1515",2129,17336,"Wilmington journal ","None, NONE","9/26/1851","Wilmington, North Carolina",-77.88681,34.210389,"Wilmington","NC",1851,"seq-1","https://articleextractor.org/pages/17336/ncu_lumber_ver01/sn84026536/1851/09/26/ed-1/seq-1/1","None","NONE","sn84026536",NA,NA,NA,"N","1850s","North Carolina","South","South"
"1516",2130,17337,"Richmond daily times ","None, NONE","9/25/1851","Richmond , Virginia",-77.43605,37.540725,"Richmond ","VA",1851,"seq-2","https://articleextractor.org/pages/17337/vi_icelandic_ver01/sn84024692/1851/09/25/ed-1/seq-2/1","None","NONE","sn84024692",NA,NA,NA,"N","1850s","Virginia","South","South"
"1517",2131,17338,"Green-Mountain freeman ","Downerville, CA","9/18/1851","Montpelier, Vermont",-72.57539,44.260059,"Montpelier","VT",1851,"seq-3","https://articleextractor.org/pages/17338/vtu_hildene_ver01/sn84023209/1851/09/18/ed-1/seq-3/1","Downerville","CA","sn84023209",-120.827697,39.55952,2469,"N","1850s","Vermont","Northeast","North"
"1518",2133,17342,"The Minnesota pioneer ","None, NONE","7/10/1851","St. Paul, Minnesota",-93.08996,44.953703,"St. Paul","MN",1851,"seq-1","https://articleextractor.org/pages/17342/mnhi_foxtrot_ver01/sn83025241/1851/07/10/ed-1/seq-1/1","None","NONE","sn83025241",NA,NA,NA,"N","1850s","Minnesota","North Central","North"
"1519",2134,17343,"Eastern times ","Milton, FL","7/10/1851","Bath, Maine",-69.8206,43.910635,"Bath","ME",1851,"seq-2","https://articleextractor.org/pages/17343/me_calais_ver02/sn82014356/1851/07/10/ed-1/seq-2/1","Milton","FL","sn82014356",-87.039688,30.632415,1315,"N","1850s","Maine","Northeast","North"
"1520",2135,17344,"Richmond daily times ","Batesville, AR","7/8/1851","Richmond , Virginia",-77.43605,37.540725,"Richmond ","VA",1851,"seq-3","https://articleextractor.org/pages/17344/vi_icelandic_ver01/sn84024692/1851/07/08/ed-1/seq-3/1","Batesville","AR","sn84024692",-91.640943,35.769686,797,"N","1850s","Virginia","South","South"
"1521",2136,17347,"Fremont weekly freeman ","Milton, FL","6/28/1851","Fremont, Ohio",-83.12186,41.35033,"Fremont","OH",1851,"seq-3","https://articleextractor.org/pages/17347/ohi_ingstad_ver01/sn85026051/1851/06/28/ed-1/seq-3/1","Milton","FL","sn85026051",-87.039688,30.632415,773,"N","1850s","Ohio","North Central","North"
"1522",2137,17348,"Weekly North Carolina standard ","None, NONE","6/25/1851","Raleigh, North Carolina",-78.63818,35.77959,"Raleigh","NC",1851,"seq-1","https://articleextractor.org/pages/17348/ncu_alligator_ver01/sn84045030/1851/06/25/ed-1/seq-1/1","None","NONE","sn84045030",NA,NA,NA,"N","1850s","North Carolina","South","South"
"1523",2138,17349,"Fayetteville observer ","Milton, FL","6/24/1851","Fayetteville, Tennessee",-86.57055,35.152027,"Fayetteville","TN",1851,"seq-2","https://articleextractor.org/pages/17349/tu_homer_ver01/sn85033395/1851/06/24/ed-1/seq-2/1","Milton","FL","sn85033395",-87.039688,30.632415,314,"N","1850s","Tennessee","South","South"
"1524",2139,17350,"The daily Minnesota pioneer ","Ithaca, NY","5/31/1855","St. Paul, Minnesota",-93.08996,44.953703,"St. Paul","MN",1855,"seq-2","https://articleextractor.org/pages/17350/mnhi_foxtrot_ver01/sn84035804/1855/05/31/ed-1/seq-2/1","Ithaca","NY","sn84035804",-76.501881,42.443961,846,"N","1850s","Minnesota","North Central","North"
"1525",2140,17351,"Mineral Point tribune ","San Diego County, CA","5/30/1855","Mineral Point, Wisconsin",-90.17985,42.859997,"Mineral Point","WI",1855,"seq-2","https://articleextractor.org/pages/17351/whi_inez_ver01/sn85033189/1855/05/30/ed-1/seq-2/1","San Diego County","CA","sn85033189",-116.608165,33.093381,1583,"N","1850s","Wisconsin","North Central","North"
"1526",2141,17352,"The daily dispatch ","Weston, MO","5/29/1855","Richmond , Virginia",-77.43605,37.540725,"Richmond ","VA",1855,"seq-3","https://articleextractor.org/pages/17352/vi_manowar_ver01/sn84024738/1855/05/29/ed-1/seq-3/1","Weston","MO","sn84024738",-94.90163,39.411109,953,"N","1850s","Virginia","South","South"
"1527",2142,17353,"Burlington tri-weekly hawk-eye ","Ithaca, NY","5/28/1855","Burlington , Iowa",-91.11289,40.807653,"Burlington ","IA",1855,"seq-2","https://articleextractor.org/pages/17353/iahi_abra_ver01/sn85049817/1855/05/28/ed-1/seq-2/1","Ithaca","NY","sn85049817",-76.501881,42.443961,763,"N","1850s","Iowa","North Central","North"
"1528",2144,17355,"The daily Minnesota pioneer ","Leavenworth City, KS","5/18/1855","St. Paul, Minnesota",-93.08996,44.953703,"St. Paul","MN",1855,"seq-3","https://articleextractor.org/pages/17355/mnhi_foxtrot_ver01/sn84035804/1855/05/18/ed-1/seq-3/1","Leavenworth City","KS","sn84035804",-94.927937,39.310352,402,"N","1850s","Minnesota","North Central","North"
"1529",2145,17358,"The Santa Fe weekly gazette ","None, NONE","11/27/1852","Santa Fe, New Mexico",-105.9378,35.686975,"Santa Fe","NM",1852,"seq-2","https://articleextractor.org/pages/17358/nmu_coyote_ver02/sn84022165/1852/11/27/ed-1/seq-2/1","None","NONE","sn84022165",NA,NA,NA,"N","1850s","New Mexico","West","Misc"
"1530",2146,17360,"Lynchburg daily Virginian ","San Francisco, CA","9/11/1852","Lynchburg , Virginia",-79.14225,37.413754,"Lynchburg ","VA",1852,"seq-1","https://articleextractor.org/pages/17360/vi_exmoor_ver01/sn85034360/1852/09/11/ed-1/seq-1/1","San Francisco","CA","sn85034360",-122.419415,37.774929,2350,"N","1850s","Virginia","South","South"
"1531",2147,17362,"The daily dispatch ","San Francisco, CA","8/14/1852","Richmond , Virginia",-77.43605,37.540725,"Richmond ","VA",1852,"seq-2","https://articleextractor.org/pages/17362/vi_manowar_ver01/sn84024738/1852/08/14/ed-1/seq-2/2","San Francisco","CA","sn84024738",-122.419415,37.774929,2439,"N","1850s","Virginia","South","South"
"1532",2149,17363,"Grand River times ","None, NONE","8/4/1852","Grand Haven, Michigan",-86.22839,43.063073,"Grand Haven","MI",1852,"seq-2","https://articleextractor.org/pages/17363/mimtptc_alpena_ver01/sn85026466/1852/08/04/ed-1/seq-2/1","None","NONE","sn85026466",NA,NA,NA,"N","1850s","Michigan","North Central","North"
"1533",2150,17364,"Vermont watchman and State journal ","None, NONE","7/29/1852","Montpelier, Vermont",-72.57539,44.260059,"Montpelier","VT",1852,"seq-3","https://articleextractor.org/pages/17364/vtu_foxville_ver01/sn84023200/1852/07/29/ed-1/seq-3/1","None","NONE","sn84023200",NA,NA,NA,"N","1850s","Vermont","Northeast","North"
"1534",2151,17365,"The Portsmouth inquirer ","El Paso, TX","6/23/1851","Portsmouth, Ohio",-82.99767,38.731743,"Portsmouth","OH",1851,"seq-3","https://articleextractor.org/pages/17365/ohi_drake_ver01/sn85026203/1851/06/23/ed-1/seq-3/1","El Paso","TX","sn85026203",-106.485022,31.761878,1407,"N","1850s","Ohio","North Central","North"
"1535",2152,17366,"Mississippi palladium ","None, NONE","6/20/1851","Holly Springs, Mississippi",-89.44869,34.767597,"Holly Springs","MS",1851,"seq-2","https://articleextractor.org/pages/17366/msar_goldenharvest_ver01/sn83016883/1851/06/20/ed-1/seq-2/1","None","NONE","sn83016883",NA,NA,NA,"N","1850s","Mississippi","South","South"
"1536",2153,17367,"Richmond daily times ","None, NONE","6/19/1851","Richmond , Virginia",-77.43605,37.540725,"Richmond ","VA",1851,"seq-3","https://articleextractor.org/pages/17367/vi_icelandic_ver01/sn84024692/1851/06/19/ed-1/seq-3/1","None","NONE","sn84024692",NA,NA,NA,"N","1850s","Virginia","South","South"
"1537",2154,17369,"Richmond daily times ","None, NONE","6/18/1851","Richmond , Virginia",-77.43605,37.540725,"Richmond ","VA",1851,"seq-3","https://articleextractor.org/pages/17369/vi_icelandic_ver01/sn84024692/1851/06/18/ed-1/seq-3/1","None","NONE","sn84024692",NA,NA,NA,"N","1850s","Virginia","South","South"
"1538",2155,17370,"The daily crescent ","None, NONE","6/13/1851",", Louisiana",-91.52086,30.519078,"","LA",1851,"seq-2","https://articleextractor.org/pages/17370/lu_diglett_ver01/sn82015378/1851/06/13/ed-1/seq-2/1","None","NONE","sn82015378",NA,NA,NA,"N","1850s","Louisiana","South","South"
"1539",2156,17371,"Vermont watchman and State journal ","Placer County, CA","6/12/1851","Montpelier, Vermont",-72.57539,44.260059,"Montpelier","VT",1851,"seq-1","https://articleextractor.org/pages/17371/vtu_foxville_ver01/sn84023200/1851/06/12/ed-1/seq-1/1","Placer County","CA","sn84023200",-120.803947,39.091575,2481,"N","1850s","Vermont","Northeast","North"
"1540",2158,17372,"Richmond daily times ","El Paso, TX","6/12/1851","Richmond , Virginia",-77.43605,37.540725,"Richmond ","VA",1851,"seq-2","https://articleextractor.org/pages/17372/vi_icelandic_ver01/sn84024692/1851/06/12/ed-1/seq-2/1","El Paso","TX","sn84024692",-106.485022,31.761878,1693,"N","1850s","Virginia","South","South"
"1541",2159,17373,"The times-news ","None, NONE","5/18/1935","Hendersonville, North Carolina",-82.46095,35.318728,"Hendersonville","NC",1935,"seq-3","https://articleextractor.org/pages/17373/ncu_endive_ver02/sn86063811/1935/05/18/ed-1/seq-3/1","None","NONE","sn86063811",NA,NA,NA,"N","1930s","North Carolina","South","South"
"1542",2160,17375,"El heraldo de Brownsville ","Wiggins, MS","6/23/1935","Brownsville, Texas",-97.49748,25.901747,"Brownsville","TX",1935,"seq-10","https://articleextractor.org/pages/17375/txdn_jordan_ver01/sn87056978/1935/06/23/ed-1/seq-10/1","Wiggins","MS","sn87056978",-89.135328,30.858244,613,"N","1930s","Texas","South","South"
"1543",2161,17376,"Worcester Democrat and the ledger-enterprise. ","None, NONE","7/12/1935","Pocomoke City, Maryland",-75.56798,38.075677,"Pocomoke City","MD",1935,"seq-10","https://articleextractor.org/pages/17376/mdu_frederick_ver03/sn89060127/1935/07/12/ed-1/seq-10/1","None","NONE","sn89060127",NA,NA,NA,"N","1930s","Maryland","South","Border"
"1544",2162,17377,"The Bismarck tribune ","Columbus, MS","7/15/1935","Bismarck, North Dakota",-100.78769,46.805495,"Bismarck","ND",1935,"seq-1","https://articleextractor.org/pages/17377/ndhi_jemhadar_ver01/sn85042243/1935/07/15/ed-1/seq-1/1","Columbus","MS","sn85042243",-88.427263,33.495674,1126,"N","1930s","North Dakota","North Central","Misc"
"1545",2163,17378,"The times-news ","Columbus, MS","7/16/1935","Hendersonville, North Carolina",-82.46095,35.318728,"Hendersonville","NC",1935,"seq-1","https://articleextractor.org/pages/17378/ncu_endive_ver02/sn86063811/1935/07/16/ed-1/seq-1/1","Columbus","MS","sn86063811",-88.427263,33.495674,363,"N","1930s","North Carolina","South","South"
"1546",2164,17379,"Henderson daily dispatch. ","Franklin County near Louisburg., NC","7/31/1935","Henderson, North Carolina",-78.40269,36.327266,"Henderson","NC",1935,"seq-1","https://articleextractor.org/pages/17379/ncu_isner_ver01/sn91068401/1935/07/31/ed-1/seq-1/1","Franklin County near Louisburg.","NC","sn91068401",-78.301106,36.099039,17,"Y","1930s","North Carolina","South","South"
"1547",2168,17380,"Henderson daily dispatch. ","Louisburg, NC","8/2/1935","Henderson, North Carolina",-78.40269,36.327266,"Henderson","NC",1935,"seq-1","https://articleextractor.org/pages/17380/ncu_isner_ver01/sn91068401/1935/08/02/ed-1/seq-1/1","Louisburg","NC","sn91068401",-78.301106,36.099039,17,"Y","1930s","North Carolina","South","South"
"1548",2169,17381,"The times-news ","Franklin County near Louisburg., NC","8/3/1935","Hendersonville, North Carolina",-82.46095,35.318728,"Hendersonville","NC",1935,"seq-2","https://articleextractor.org/pages/17381/ncu_endive_ver02/sn86063811/1935/08/03/ed-1/seq-2/1","Franklin County near Louisburg.","NC","sn86063811",-78.301106,36.099039,240,"Y","1930s","North Carolina","South","South"
"1549",2170,17383,"The daily dispatch ","None, NONE","4/17/1856","Richmond , Virginia",-77.43605,37.540725,"Richmond ","VA",1856,"seq-1","https://articleextractor.org/pages/17383/vi_manowar_ver01/sn84024738/1856/04/17/ed-1/seq-1/1","None","NONE","sn84024738",NA,NA,NA,"N","1850s","Virginia","South","South"
"1550",2172,17385,"The Athens post ","None, NONE","4/4/1856","Athens, Tennessee",-84.59299,35.442851,"Athens","TN",1856,"seq-2","https://articleextractor.org/pages/17385/tu_nancy_ver01/sn84024443/1856/04/04/ed-1/seq-2/1","None","NONE","sn84024443",NA,NA,NA,"N","1850s","Tennessee","South","South"
"1551",2173,17386,"Lynchburg daily Virginian ","Lewis County, VA","3/29/1856","Lynchburg , Virginia",-79.14225,37.413754,"Lynchburg ","VA",1856,"seq-3","https://articleextractor.org/pages/17386/vi_exmoor_ver01/sn85034360/1856/03/29/ed-1/seq-3/1","Lewis County","VA","sn85034360",-80.543845,39.019617,135,"Y","1850s","Virginia","South","South"
"1552",2175,17389,"The daily dispatch ","Lewis County, VA","3/28/1856","Richmond , Virginia",-77.43605,37.540725,"Richmond ","VA",1856,"seq-1","https://articleextractor.org/pages/17389/vi_manowar_ver01/sn84024738/1856/03/28/ed-1/seq-1/2","Lewis County","VA","sn84024738",-80.543845,39.019617,197,"Y","1850s","Virginia","South","South"
"1553",2176,17390,"Tribune and telegraph ","Janesville, WI","3/13/1856","Kenosha, Wisconsin",-87.82118,42.584742,"Kenosha","WI",1856,"seq-2","https://articleextractor.org/pages/17390/whi_dynamite_ver01/sn85040307/1856/03/13/ed-1/seq-2/1","Janesville","WI","sn85040307",-89.018722,42.682789,61,"Y","1850s","Wisconsin","North Central","North"
"1554",2177,17391,"Mineral Point tribune ","None, NONE","2/26/1856","Mineral Point, Wisconsin",-90.17985,42.859997,"Mineral Point","WI",1856,"seq-2","https://articleextractor.org/pages/17391/whi_inez_ver01/sn85033189/1856/02/26/ed-1/seq-2/1","None","NONE","sn85033189",NA,NA,NA,"N","1850s","Wisconsin","North Central","North"
"1555",2178,17393,"The daily dispatch ","None, NONE","2/6/1857","Richmond , Virginia",-77.43605,37.540725,"Richmond ","VA",1857,"seq-4","https://articleextractor.org/pages/17393/vi_manowar_ver01/sn84024738/1857/02/06/ed-1/seq-4/2","None","NONE","sn84024738",NA,NA,NA,"N","1850s","Virginia","South","South"
"1556",2180,17395,"American union ","Louisville, KY","1/3/1857","Morgantown, West Virginia",-79.9559,39.629526,"Morgantown","WV",1857,"seq-2","https://articleextractor.org/pages/17395/wvu_lincoln_ver01/sn86092124/1857/01/03/ed-1/seq-2/1","Louisville","KY","sn86092124",-85.758456,38.252665,326,"N","1850s","West Virginia","South","Border"
"1557",2181,17396,"Anti-slavery bugle ","None, NONE","1/3/1857","New-Lisbon, Ohio",-80.76813,40.772004,"New-Lisbon","OH",1857,"seq-2","https://articleextractor.org/pages/17396/ohi_ariel_ver02/sn83035487/1857/01/03/ed-1/seq-2/1","None","NONE","sn83035487",NA,NA,NA,"N","1850s","Ohio","North Central","North"
"1558",2182,17397,"Semi-weekly standard ","Louiseville, KY","1/3/1857","Raleigh, North Carolina",-78.63818,35.77959,"Raleigh","NC",1857,"seq-3","https://articleextractor.org/pages/17397/ncu_broad_ver01/sn83045450/1857/01/03/ed-1/seq-3/1","Louiseville","KY","sn83045450",-85.758456,38.252665,429,"N","1850s","North Carolina","South","South"
"1559",2183,17398,"Fremont journal ","None, NONE","1/2/1857","Fremont, Ohio",-83.12186,41.35033,"Fremont","OH",1857,"seq-1","https://articleextractor.org/pages/17398/ohi_cobweb_ver04/sn85026050/1857/01/02/ed-1/seq-1/1","None","NONE","sn85026050",NA,NA,NA,"N","1850s","Ohio","North Central","North"
"1560",2184,17399,"Lynchburg daily Virginian ","Louiseville, KY","12/30/1856","Lynchburg , Virginia",-79.14225,37.413754,"Lynchburg ","VA",1856,"seq-3","https://articleextractor.org/pages/17399/vi_exmoor_ver01/sn85034360/1856/12/30/ed-1/seq-3/1","Louiseville","KY","sn85034360",-85.758456,38.252665,366,"N","1850s","Virginia","South","South"
"1561",2185,17400,"Richmond enquirer ","Louiseville, KY","12/30/1856","Richmond, Virginia",-77.43605,37.540725,"Richmond","VA",1856,"seq-4","https://articleextractor.org/pages/17400/vi_chanel_ver01/sn84024735/1856/12/30/ed-1/seq-4/1","Louiseville","KY","sn84024735",-85.758456,38.252665,457,"N","1850s","Virginia","South","South"
"1562",2186,17401,"The Cadiz Democratic sentinel ","Manchester, KY","12/17/1856","Cadiz, Ohio",-80.99676,40.272845,"Cadiz","OH",1856,"seq-1","https://articleextractor.org/pages/17401/ohi_julian_ver02/sn84028794/1856/12/17/ed-1/seq-1/1","Manchester","KY","sn84028794",-83.761864,37.153701,262,"N","1850s","Ohio","North Central","North"
"1563",2188,17403,"Burlington free press ","None, NONE","12/5/1856","Burlington, Vermont",-73.21207,44.475882,"Burlington","VT",1856,"seq-2","https://articleextractor.org/pages/17403/vtu_adamant_ver01/sn84023127/1856/12/05/ed-1/seq-2/1","None","NONE","sn84023127",NA,NA,NA,"N","1850s","Vermont","Northeast","North"
"1564",2189,17404,"The Tiffin tribune ","None, NONE","12/5/1856","Tiffin, Ohio",-83.17798,41.114499,"Tiffin","OH",1856,"seq-2","https://articleextractor.org/pages/17404/ohi_iago_ver01/sn85026279/1856/12/05/ed-1/seq-2/1","None","NONE","sn85026279",NA,NA,NA,"N","1850s","Ohio","North Central","North"
"1565",2190,17405,"Weekly hawk-eye and telegraph ","Pottawatomie Creek, Franklin County, KS","12/3/1856","Burlington, Iowa",-91.11289,40.807653,"Burlington","IA",1856,"seq-1","https://articleextractor.org/pages/17405/iahi_abra_ver01/sn84037930/1856/12/03/ed-1/seq-1/1","Pottawatomie Creek, Franklin County","KS","sn84037930",-95.211115,38.375342,276,"N","1850s","Iowa","North Central","North"
